Determiner,Noun,2GramCount
the,helix,43
the,gaffe,24
the,escarole,23
a,bolus,28
a,slimmer,55
a,tune-up,68
the,declination,69
the,footnote,90
the,safeties,39
a,rest,935
the,generator,474
a,snowmobile,96
an,egocentric,25
the,promoter,144
the,dashboard,775
the,orbital,341
a,hardware,350
a,jewelry,209
the,attire,43
the,outskirts,1743
the,cabinetry,38
a,seamstress,149
the,preseason,461
a,prayer,1829
the,triptych,85
the,chiefdom,30
the,collectivist,45
the,causeway,197
the,collectivity,39
a,postman,46
the,qualification,82
the,grisly,166
the,actuator,71
the,surgeon,1635
the,mammalian,85
the,underpinning,54
the,scanning,165
the,intruder,460
this,surgery,108
a,climax,191
the,excise,55
the,fetuses,50
a,stand-up,292
the,impi,23
the,onlooker,35
a,discovery,434
this,obligation,83
this,regular,24
the,mambo,87
the,consummation,69
a,humanities,35
this,altar,31
the,baloney,28
the,waning,502
a,commerce,41
this,hillside,23
the,honeycomb,60
the,parotid,216
the,eleven,336
the,bedrock,369
a,mistrial,235
the,brush-off,24
a,mix-up,52
the,retrofit,29
a,homestead,93
the,nerve,1418
the,council,4633
the,immorality,87
a,goodbye,83
the,decision,11542
a,blockbuster,280
a,compress,24
those,behind,90
a,scraping,67
a,reflection,2039
an,inhibitor,30
the,biscuit,101
the,webbing,114
the,proletariat,171
the,proletarian,61
the,imam,203
the,monofilament,27
the,chicano,133
the,compiler,94
a,kayak,157
a,cluster,1343
a,goodwill,116
the,chromosome,72
a,protector,142
the,cartesian,103
the,contraband,74
a,stand-in,137
the,entranceway,75
the,cubby,29
a,caffeine,24
these,entries,29
the,botanist,60
the,corrosion,60
the,whipping,118
a,raincoat,118
the,airbus,76
the,gunpowder,65
this,clinic,114
the,curtailment,34
this,info,24
the,fatherland,133
a,thermometer,254
the,manic,112
a,mania,66
a,clinch,32
a,mango,114
the,cubic,38
this,change,1533
a,half-length,53
the,longer,3029
the,cheesecloth,29
the,concurrent,176
the,deflation,31
the,harasser,23
the,express,405
the,neurotic,49
this,aspect,747
the,parody,68
the,concealment,36
the,outrage,463
the,apostrophe,30
the,midway,186
a,monopolist,50
the,producer,1187
the,riding,157
a,chance,22489
a,hotel,3746
a,get-together,44
an,anticoagulant,26
the,currencies,57
the,deliveryman,36
the,edging,37
a,naming,23
a,laggard,34
an,inch,3271
this,medical,107
the,crawling,45
the,cookstove,36
the,countenance,34
this,sweater,29
the,jeweler,155
a,multiplication,30
a,viewer,375
a,placebo,456
a,corrosive,69
a,manicure,149
the,fertilizer,130
this,ride,139
a,rick,23
the,pizzeria,41
these,rich,83
a,rice,220
the,psychiatry,42
the,riff,52
the,nostril,26
the,rift,372
a,reptilian,29
the,mercenary,82
the,dichotomy,243
the,reefer,27
a,telephoto,72
the,consequence,740
the,clink,131
the,hound,155
a,climb,139
the,arcana,27
a,telescope,1133
the,nectar,85
the,flyleaf,24
these,constant,28
the,agriculture,331
the,mimosa,27
the,rime,71
those,dealing,77
a,rink,49
the,bandanna,57
an,iota,63
the,ring,4757
the,rind,111
a,parole,160
the,temblor,30
the,superego,40
those,dying,27
these,house,27
the,hours,2070
a,yearning,189
this,telephone,34
the,solitude,309
the,corsair,30
a,manor,25
the,warranties,23
an,endowment,150
the,upside,444
the,lyricism,34
the,lyricist,43
a,ferret,63
a,corsage,42
the,reintroduction,119
the,click,412
a,clich,112
the,complacency,47
a,valuation,35
the,ferment,53
the,spanking,55
the,great-granddaughter,23
a,hardwood,85
the,cliff,1504
the,manta,24
a,spaghetti,68
the,manse,47
the,whips,37
the,reversal,292
the,fascination,290
a,whirl,190
a,shutdown,114
the,whirr,26
a,snowstorm,341
the,while,2211
a,disappearance,34
the,whispering,126
the,bedroom,5557
the,sitcom,238
a,whine,72
the,nitrogen,294
a,prairie,162
the,lighting,686
a,chalet,23
the,trinitarian,118
the,dancer,458
this,ambivalence,69
the,maple,388
the,flotation,25
the,flurry,182
the,saddle,1433
this,subsidy,26
the,cubicle,172
the,amenities,244
the,trapeze,55
this,youngster,34
the,whiff,72
this,violence,285
the,ritz,393
the,molding,186
the,turpentine,29
the,rite,279
the,pontificate,40
the,discharge,479
the,riot,501
these,joint,26
a,comedy,971
a,risk,2836
the,rise,6968
a,vagina,78
a,menial,36
the,pitching,458
a,heterosexual,212
the,cinematographer,42
a,half-acre,62
the,demise,1276
the,hovel,23
the,environmentalist,102
a,cropper,27
the,joist,23
the,bridegroom,85
the,childcare,53
a,shopping,1174
the,blossoming,93
the,symphonies,35
the,hooch,35
the,caballero,25
the,delineation,62
the,radiologist,92
the,shower,2708
the,acute,385
this,excess,70
a,rewrite,66
the,superhighway,28
the,rupture,147
the,blacktop,211
the,backpack,330
a,responsible,855
the,invoice,79
the,dependability,34
the,shivering,84
the,emirate,94
the,pariah,23
a,lifestyle,670
the,humming,145
the,ambiguities,146
a,sideline,126
this,circuit,49
the,dictum,65
a,twitching,32
the,militarization,75
a,turquoise,121
the,wharf,273
the,whale,982
the,proclamation,230
the,combat,558
an,honor,1352
the,nitrate,59
the,twenty-three,43
this,relative,83
an,equatorial,84
a,pearl,206
the,paring,32
the,confessor,87
the,inequalities,89
the,extremism,56
a,minimalist,175
the,half-light,117
this,parish,47
a,whack,105
an,extremist,249
the,bandleader,44
those,military,80
the,gunfire,267
an,extremity,23
the,betrothal,31
the,aloha,62
this,relation,120
a,payroll,223
a,ransom,154
the,parity,45
the,impartiality,24
the,tributaries,51
a,formality,197
the,mutant,120
the,antiquities,110
the,behest,382
the,fullback,49
a,sightseeing,40
a,wellspring,55
the,trucker,92
a,formalist,24
the,alimony,29
the,semantics,93
the,valence,45
the,twenty-one,68
the,azalea,42
an,admirer,215
the,iron,2306
a,down-and-out,29
the,upshot,430
the,boiling,423
a,cutter,41
a,go-between,79
the,trommel,24
the,nonexistence,30
an,alexander,33
the,imitator,50
the,burlesque,58
a,latitude,26
the,sufferer,125
the,shovel,408
the,maize,79
a,singularity,79
the,continuities,44
the,daylight,431
a,flashing,169
this,planning,51
the,vegetation,466
a,coding,69
a,rendering,67
the,squid,247
the,pecan,94
a,flippant,25
the,alpha,496
an,arcade,87
a,deterrent,594
the,squaw,32
the,exposition,144
the,designer,1264
a,totality,60
these,personnel,26
an,admiral,93
the,incapacity,34
the,iris,213
a,workaholic,179
a,squat,352
this,depiction,52
a,squad,433
a,chaise,104
a,buffalo,301
the,jacquard,24
a,geyser,82
a,loincloth,56
the,nelson,93
a,researcher,1001
the,naivete,68
the,secularization,56
the,excitation,58
an,inspiration,714
the,cloture,28
the,stiletto,36
the,cleat,67
these,clear,23
a,shallow,1405
the,message,9860
the,shallot,34
the,clean,2211
the,timekeeper,32
the,anesthesiologist,117
a,superconductor,24
the,quarries,44
the,roadbed,67
a,liberator,38
the,storytelling,168
a,cleft,119
a,dictator,425
the,turtles,222
the,osprey,90
the,subjectivity,86
the,fitness,638
a,twofer,25
an,extravaganza,31
a,tirade,98
the,conjunction,125
the,east-southeast,25
a,superior,935
the,converging,38
the,parker,91
a,woodworker,38
a,swinging,133
the,politeness,29
an,overture,54
a,stockholder,34
the,fireball,146
the,filtration,51
the,fostering,53
the,screech,114
a,guideline,167
a,pedal,53
the,fervor,164
a,sequence,887
a,giggle,211
a,climbing,143
the,appetite,306
an,ointment,39
the,interstitial,37
the,interlocking,86
the,gazette,23
the,extortion,40
the,reebok,51
an,accomplice,306
a,hindrance,214
an,announcer,139
the,gobbler,114
the,viceroy,81
an,optimum,112
the,mandible,109
an,induction,43
an,astringent,33
these,major,194
the,isle,101
a,learning,1211
the,revelry,46
the,stitching,117
the,extravagance,69
the,brasserie,26
a,lithograph,48
the,breezeway,41
the,entropy,71
the,militant,491
a,sharpshooter,40
the,directorship,71
the,parlor,941
a,pedicure,105
a,realization,362
an,amusement,257
this,wheel,28
a,screwdriver,282
a,dampening,36
this,exposure,96
the,praxis,57
the,infidelity,56
the,braces,88
the,applicability,256
the,top-level,31
the,birthplace,434
a,pineapple,84
the,wheat,487
the,transverse,115
this,horse,192
the,algebra,77
a,pitchman,28
a,railway,159
the,millionaire,166
the,clavichord,24
a,butcher,470
the,fundamentalist,320
a,clerk,606
the,reconquest,34
a,whirlwind,447
this,item,372
the,conveyance,47
a,chamois,38
a,bed-and-breakfast,104
a,reporter,4446
the,inquisitor,40
a,bridging,24
the,maker,588
the,aquatic,220
the,itch,175
the,overcast,82
an,outbreak,582
the,biomass,118
a,lumber,88
an,irritant,121
a,horde,173
a,chiropractor,161
the,borehole,34
a,cranberry,51
the,dissociation,31
the,neuron,50
the,striking,527
the,clown,373
a,root,394
this,attack,474
a,room,7033
a,clove,47
the,rook,177
a,roof,890
this,rope,32
a,personage,38
this,cloud,85
the,rose,1023
the,housekeeper,338
the,clout,205
a,cloth,549
a,menorah,64
the,highlighter,29
the,gallbladder,33
the,controversies,202
the,roll,677
this,role,921
the,quarantine,105
a,catch-all,61
the,carrion,38
the,connotation,76
the,twenty-two,76
a,romp,64
the,legume,34
a,browning,37
the,apportionment,24
a,platoon,265
a,national,15856
a,mauve,27
the,speaking,226
the,proximity,507
the,observance,126
the,quartermaster,46
the,stoning,25
the,imprisonment,76
an,analgesic,28
a,ross,34
the,manners,130
the,granulation,30
this,local,180
a,carrier,379
a,rote,30
the,diamond,738
a,revenge,84
the,sputnik,40
the,studies,2077
a,roux,28
the,rout,81
a,turnover,120
this,taking,36
a,mentor,818
a,bookkeeper,116
the,rebbe,86
a,robe,302
the,rebel,805
the,road,34021
a,clock,813
a,sister-in-law,32
a,roar,480
the,roan,34
the,grievance,65
the,penitent,79
the,courtier,38
the,cerebrum,23
the,chador,30
the,halcyon,57
the,fortress,329
a,has-been,53
an,improvisation,55
the,clone,199
a,blowhard,24
a,blaster,26
the,revenue,896
this,close,663
a,stumble,35
a,penny,1168
this,location,312
the,courting,36
the,lobos,117
this,rock,194
the,freeing,84
the,etiquette,94
a,drawing,941
a,cinder,74
this,disparity,150
a,rocket,970
the,behalf,41
the,cutout,36
the,jackal,136
a,waterproof,192
a,rocker,126
a,firecracker,104
a,biggie,37
the,lumina,40
a,jordan,27
a,stylist,114
the,chieftaincy,49
the,offing,320
the,lodge,940
the,homage,26
the,free-for-all,29
an,accomplishment,273
the,retrenchment,31
the,isotope,51
the,spending,1044
a,whoop,98
the,impress,28
this,client,69
the,moulin,36
the,fireside,85
the,dormitories,64
a,whore,564
the,jacket,1043
the,whole,51813
the,cinema,428
this,veteran,48
the,raffia,23
the,whistler,42
an,office,3239
the,shake-up,35
the,subsoil,33
the,shepherd,326
the,rust-colored,27
the,radiotherapy,25
the,locus,490
the,adder,32
the,particle,288
an,overtime,87
an,abscess,77
an,elder,376
the,peony,25
the,recap,45
the,ophthalmologist,45
an,adulterer,56
a,cinnamon,83
the,distillation,41
the,peculiar,632
the,thanksgiving,339
a,nitwit,29
a,raffle,92
the,interrelation,40
the,oversight,260
a,hometown,154
the,estimation,196
a,breadwinner,31
the,inpatient,82
a,grandparent,146
an,adept,73
a,striker,26
the,spousal,53
a,migration,95
a,demand,781
the,magistral,24
a,reservation,483
a,leopard,243
the,bumper,388
the,elegy,59
the,progenitor,72
the,excelsior,71
the,climber,105
a,savage,351
the,victimization,79
this,massacre,57
the,savant,24
this,happiness,34
the,entrant,23
the,inaccuracy,43
the,diminution,76
the,reflexive,61
the,humdrum,46
a,delicacy,149
an,overabundance,111
the,twenty-six,50
the,intensities,32
a,cutoff,161
an,imprint,184
the,buckeyes,131
the,diminutive,279
the,meantime,5302
the,piloting,30
the,goodies,138
the,vehemence,73
a,rationale,373
a,proclivity,57
the,elect,115
a,junction,81
the,azimuth,38
an,arthritis,28
the,handshake,99
the,sportsmen,26
the,intuition,91
the,knocker,57
the,discouragement,24
an,octave,170
the,visiting,694
a,truant,25
the,handlebar,209
a,whopper,102
a,chimpanzee,120
a,delicate,1435
the,mid-seventies,97
the,inundation,25
the,dervish,74
the,condiment,31
this,conflation,26
a,buffoon,67
the,backstroke,35
the,skylight,241
an,airstrip,77
a,sportsman,63
the,fiberglass,91
a,perch,121
a,wildflower,43
a,last-ditch,225
the,hopelessness,132
a,reward,897
this,onslaught,39
a,popping,51
the,pruning,27
a,geologist,253
the,highbrow,37
a,commencement,91
a,peril,23
a,booking,41
the,inevitability,353
the,loveseat,30
a,cliche,351
the,poppies,39
a,pageant,97
the,decompression,38
a,landscaper,80
a,climate,982
the,gratification,60
a,bleeding,162
a,flamingo,23
this,theory,1032
the,quarterdeck,54
a,spinach,61
the,sheepskin,26
those,secret,38
the,elfin,28
the,marquise,34
an,adjective,155
the,vestibule,369
the,maxim,109
these,utilities,26
the,seller,986
the,abatement,42
a,bookmark,58
a,passageway,95
a,joker,65
a,neutral,1269
a,handwriting,36
a,t-shirt,1354
a,placard,93
a,platter,657
a,rsum,59
the,concerto,37
the,reverie,34
a,physical,3027
a,course,3060
a,notation,99
the,newel,27
the,snowplow,58
the,courtesy,210
the,maxillary,119
the,proportional,121
a,mistrust,24
the,artist,11097
the,postgraduate,24
the,circlet,25
the,derailment,28
the,ultima,34
the,consort,42
the,scrubbing,44
the,memorandum,202
a,gathering,939
the,neutron,203
the,reverse,1605
the,obituaries,92
the,pollution,619
a,rebirth,154
the,boneyard,25
the,receiver,2164
the,screenplay,507
the,aldermen,26
an,alderman,42
the,atrocity,52
the,lymphatic,55
a,shanghai,42
the,rustle,193
the,stagecoach,69
an,anatomy,49
a,whisk,142
the,transgene,43
the,protostar,29
those,white,205
the,booklet,205
a,defender,276
the,console,675
a,comfort,527
the,rustic,243
the,gangway,109
the,ergonomics,25
the,abrogation,37
the,brigand,30
the,portable,408
a,forehead,45
a,moneymaker,39
this,freedom,202
the,maria,71
the,dressing,1174
a,die-hard,90
the,starship,259
this,century,2704
the,crackle,147
a,gigolo,48
the,blueberries,67
the,teaser,57
a,remission,25
the,sarcophagi,48
the,upstart,156
the,cracker,76
this,march,237
this,nexus,24
a,trapper,61
the,sieve,35
the,cellist,48
those,beyond,24
a,parrot,215
the,ruby,195
the,posting,94
the,abomination,40
the,corollary,133
a,justice,411
a,jolly,184
this,athlete,27
those,able,51
the,effort,5967
the,toxicity,161
this,critique,102
a,rube,41
a,demagogue,60
the,firestorm,104
the,brazier,29
the,commentaries,61
the,respondent,770
the,to-do,40
a,joiner,33
a,firestone,25
the,flagship,292
the,parson,74
the,cousin,215
the,siege,837
the,graham,84
the,meatpacking,75
this,support,254
the,yogurt,234
the,purview,278
the,toboggan,56
the,manpower,214
a,breakdown,738
the,abba,25
a,creativity,28
the,upstate,86
the,cuffs,388
the,patchwork,129
the,brownie,61
the,permeability,42
a,foretaste,69
this,shifting,38
the,student,11817
the,progesterone,23
a,negligence,32
the,acme,86
the,bowler,46
the,second,56103
the,maser,24
the,acid,540
the,tatami,56
the,immersion,70
the,ache,286
the,councilman,50
the,breaking,805
an,acre,711
the,coupon,156
this,vaccine,126
the,eland,27
a,backyard,396
a,sadist,50
a,powerboat,33
the,presbyterian,368
a,forehand,41
a,mason,79
the,insistence,340
an,elephant,850
the,fuchsia,24
the,twinkle,81
the,acne,56
the,gazelle,47
the,illuminator,46
an,aqueduct,33
the,monolith,51
a,rule,2284
the,mutiny,84
the,caseload,80
the,rung,55
the,cytoplasm,74
the,rune,35
the,runt,50
the,rump,120
the,tiebreaker,64
an,acoustic,211
a,central,4853
a,teapot,140
a,precinct,62
the,circuitry,88
the,teamwork,52
the,marsh,706
a,tailgate,32
the,ruin,275
an,aftershock,37
the,ruth,57
the,heckler,28
a,rush,1773
the,ruse,87
a,rust,45
a,marinade,56
the,abolition,454
the,grains,241
the,spinning,345
a,spindle,42
the,competition,4184
the,adage,184
the,priorities,435
an,externality,23
a,shoemaker,48
the,eminence,29
the,catheter,120
the,enormity,512
the,capillaries,49
the,drawers,315
the,scattering,137
the,goodman,107
the,constitutional,2286
this,resource,144
a,hallway,486
the,brigade,271
a,freebie,45
a,penis,196
the,punter,32
the,epidermis,101
the,mater,25
the,superstition,61
the,endangerment,24
a,lobby,156
a,matte,98
an,elbow,374
the,rubble,1286
a,woodworking,24
the,diurnal,25
the,rubber,972
a,giveaway,93
the,disposition,364
the,cloak,315
the,realm,2846
the,transformer,66
a,bummer,84
the,depravity,29
the,maxima,41
a,trade-off,248
the,moralizing,31
this,instant,203
the,reach,1190
the,sheathing,51
the,seraglio,25
a,souvenir,398
the,marquess,73
the,kernel,117
a,culmination,101
the,shootout,99
a,slogan,281
a,ready,482
the,loads,120
the,allure,409
the,autos,36
a,sight,649
a,bonsai,31
the,downsizing,135
the,insensitivity,43
a,zoologist,53
a,courtroom,597
the,reproduction,313
the,nutrition,246
an,appearance,926
the,gaiety,39
the,tablet,248
this,match,61
the,eulogies,29
the,dielectric,51
an,aesthete,25
the,bowman,31
a,methodology,184
the,normality,36
a,radical,2282
a,tomahawk,45
the,ingenuity,134
this,county,324
the,tuner,29
a,certainty,301
an,album,965
the,defining,743
the,luminosity,96
a,mediator,373
the,mitre,23
the,foundation,5288
the,perfectionist,64
an,offset,75
a,prescription,1372
a,tunic,69
the,perfectionism,32
a,percussionist,33
a,hard-on,80
a,half-size,25
the,watercourse,40
the,stiffening,37
a,battering,99
the,aero,63
the,automation,59
these,disparate,85
a,radiant,207
the,miter,37
the,absolutist,31
the,bowing,25
the,tonnage,47
the,distraction,231
the,novitiate,66
a,dumpling,28
the,splinter,71
the,shellfish,80
the,minder,40
the,baileys,23
the,batteries,572
a,flashlight,971
the,particulate,41
the,configuration,321
the,theorem,64
the,piranha,33
a,surfer,137
the,artery,233
an,impresario,33
a,nightmare,2058
the,excision,26
an,apricot,59
an,inducement,90
a,licensee,24
a,subwoofer,35
the,cochlea,113
the,centre,411
a,hobby,741
the,refineries,85
the,tumor,1157
a,rallying,277
the,moisture,568
a,janitor,308
those,dependent,24
a,tummy,80
a,mosquito,370
a,thrashing,53
the,rewind,23
the,goings-on,128
the,dwindling,217
a,mystic,115
a,monoclonal,24
the,prophet,801
a,homily,68
the,redress,24
the,rucksack,36
a,garage,817
a,yearly,374
the,prisoner,1000
the,homing,28
the,icebox,115
the,surety,26
a,sweetness,74
the,equivalent,3073
the,pull-out,35
a,shoal,23
a,four-poster,45
the,waterside,42
the,foreigner,161
the,reticence,29
the,loathing,25
this,sentiment,198
the,upkeep,101
a,mockery,340
a,damsel,37
those,shoes,193
the,kibbutz,207
a,surrogate,470
the,alder,37
the,forty-eight,29
a,shock,2171
a,billiard,61
the,eloquence,80
the,custom-made,31
the,ebony,59
an,outfield,23
the,deathbed,40
the,afar,25
a,zipper,120
the,observatories,24
this,column,768
the,backstreet,101
a,constituent,186
the,avocado,101
a,grounding,61
the,testes,57
a,tester,65
the,liveliness,27
a,trillion,582
the,spencer,99
the,orbit,514
the,alumni,260
a,firing,217
the,filmmaker,302
the,digester,75
the,peacemaking,26
this,explanation,411
a,chrome,66
a,capital,1136
a,festering,52
the,jamb,124
a,transcription,54
a,toss-up,96
